performance_date,channel,campaign,attribution_model,impressions,clicks,spend,conversions,revenue,users_reached,touchpoints,cpc,cac,roas
2025-06-07,Google Ads,Retargeting,First Touch,22566,839,10470.72,147,391020,16758,5,12.48,71.23,37.34
2025-04-19,Display Ads,Winter Sale,First Touch,20228,687,29142.54,51,179112,16784,3,42.42,571.42,6.15
2025-04-06,Meta Ads,New Product Launch,Linear,12136,592,25657.28,90,375930,7986,3,43.34,285.08,14.65
2025-03-04,Google Ads,Brand Awareness,Last Touch,45448,2803,107775.35,159,598794,35969,3,38.45,677.83,5.56
2025-02-24,Direct Traffic,Festive Offer,Linear,12318,953,38024.7,121,371349,8087,1,39.9,314.25,9.77
2025-04-27,Meta Ads,Loyalty,Last Touch,33021,2036,32677.8,215,889885,21498,2,16.05,151.99,27.23
2025-05-24,Email,Lead Gen,Last Touch,26598,2079,42972.93,256,809472,24093,4,20.67,167.86,18.84
2025-05-22,Display Ads,Discount Offer,Last Touch,10127,804,46527.48,57,115254,6081,4,57.87,816.27,2.48
2025-06-05,Display Ads,App Install,First Touch,33208,675,18171.0,85,268260,24107,3,26.92,213.78,14.76
2025-04-29,Social Media,Retargeting,First Touch,12958,561,14378.43,49,176694,11044,5,25.63,293.44,12.29
2025-02-18,Email,Winter Sale,Last Touch,24808,1092,55277.04,120,436920,19741,1,50.62,460.64,7.9
2025-01-27,Email,Summer Sale,Last Touch,36850,747,39919.68,89,193308,26634,2,53.44,448.54,4.84
2025-05-02,Direct Traffic,Discount Offer,Linear,40455,3201,91772.67,454,825372,32092,3,28.67,202.14,8.99
2025-02-02,Social Media,Brand Awareness,Last Touch,6563,375,6386.25,66,81114,3477,1,17.03,96.76,12.7
2025-01-29,Direct Traffic,Brand Awareness,First Touch,26410,1200,35508.0,188,579416,16359,5,29.59,188.87,16.32
2025-03-08,Email,Loyalty,Linear,38703,964,55208.28,152,183008,20887,5,57.27,363.21,3.31
2025-05-12,Meta Ads,New Product Launch,Linear,24854,1490,41004.8,172,242348,23574,5,27.52,238.4,5.91
2025-04-14,Display Ads,Retargeting,First Touch,49161,3732,44149.56,259,588966,41921,1,11.83,170.46,13.34
2025-05-07,Direct Traffic,App Install,Linear,21057,1214,35764.44,200,537200,15721,4,29.46,178.82,15.02
2025-01-18,Social Media,Retargeting,First Touch,9706,643,22877.94,32,56704,5024,4,35.58,714.94,2.48
2025-02-24,Google Ads,Lead Gen,Linear,31059,2152,30816.64,188,716844,25845,2,14.32,163.92,23.26
2025-01-08,Meta Ads,New Product Launch,Last Touch,22157,1459,64035.51,139,302603,18017,5,43.89,460.69,4.73
2025-02-18,Email,Loyalty,Linear,9333,418,13396.9,29,63742,5873,2,32.05,461.96,4.76
2025-05-28,Direct Traffic,Discount Offer,Linear,42458,2719,114877.75,480,851040,38715,2,42.25,239.33,7.41
2025-06-12,Display Ads,App Install,First Touch,16456,704,27688.32,69,156285,13485,2,39.33,401.28,5.64
2025-02-17,Email,Retargeting,Linear,32162,2112,45239.04,279,652860,28534,2,21.42,162.15,14.43
2025-06-11,Display Ads,Lead Gen,Last Touch,38246,1024,59944.96,48,118368,26415,2,58.54,1248.85,1.97
2025-01-12,Display Ads,Winter Sale,First Touch,44649,2788,25872.64,318,1005198,25114,3,9.28,81.36,38.85
2025-03-23,Direct Traffic,Summer Sale,Linear,49224,2933,129345.3,427,1191757,47503,2,44.1,302.92,9.21
2025-05-04,Social Media,App Install,Linear,8416,255,6765.15,11,20042,4337,3,26.53,615.01,2.96
2025-04-10,Meta Ads,App Install,First Touch,12617,564,30506.76,98,276262,12245,1,54.09,311.29,9.06
2025-02-25,Meta Ads,New Product Launch,Last Touch,38339,1449,51917.67,44,164956,29637,3,35.83,1179.95,3.18
2025-06-18,Social Media,Loyalty,Linear,37093,1784,35358.88,175,781025,24954,5,19.82,202.05,22.09
2025-04-02,Display Ads,Loyalty,Last Touch,27692,665,38576.65,101,226543,25639,4,58.01,381.95,5.87
2025-03-10,Direct Traffic,Discount Offer,First Touch,9219,449,8647.74,39,119613,4706,2,19.26,221.74,13.83
2025-05-16,Display Ads,Retargeting,Last Touch,30752,2382,76414.56,225,365175,18002,3,32.08,339.62,4.78
2025-05-23,Email,Retargeting,First Touch,18631,406,3552.5,14,39606,13398,1,8.75,253.75,11.15
2025-05-11,Direct Traffic,Retargeting,Linear,15887,916,54685.2,104,342576,11763,2,59.7,525.82,6.26
2025-02-13,Google Ads,Brand Awareness,Last Touch,49757,3133,110563.57,133,506331,39341,2,35.29,831.31,4.58
2025-04-20,Email,Winter Sale,Linear,27867,807,6568.98,40,58480,24044,4,8.14,164.22,8.9
2025-01-06,Social Media,Winter Sale,First Touch,40702,1961,100285.54,79,315368,25599,4,51.14,1269.44,3.14
2025-06-06,Direct Traffic,Festive Offer,First Touch,46237,2022,23131.68,250,1048000,33840,3,11.44,92.53,45.31
2025-03-26,Google Ads,Brand Awareness,First Touch,28817,2106,20386.08,99,241857,25690,5,9.68,205.92,11.86
2025-03-07,Direct Traffic,Retargeting,First Touch,33132,2406,45280.92,89,183251,30274,1,18.82,508.77,4.05
2025-04-26,Meta Ads,Retargeting,First Touch,26118,582,27225.96,63,76293,24616,2,46.78,432.16,2.8
2025-06-21,Email,Retargeting,Linear,22999,732,23248.32,110,390720,13378,4,31.76,211.35,16.81
2025-05-27,Meta Ads,Lead Gen,First Touch,44724,1194,35354.34,106,180942,36190,4,29.61,333.53,5.12
2025-06-06,Display Ads,Lead Gen,Last Touch,49306,1890,39557.7,299,670059,36902,3,20.93,132.3,16.94
2025-03-06,Google Ads,Brand Awareness,Last Touch,11526,531,11533.32,52,68900,11380,5,21.72,221.79,5.97
2025-03-15,Email,Summer Sale,Linear,6800,176,8078.4,7,20069,4626,2,45.9,1154.06,2.48
2025-05-29,Display Ads,Retargeting,Linear,5235,288,6733.44,13,15912,3918,1,23.38,517.96,2.36
2025-06-17,Social Media,Festive Offer,Linear,42561,3349,99197.38,467,2038455,27674,1,29.62,212.41,20.55
2025-03-26,Meta Ads,Summer Sale,Last Touch,15472,957,42308.97,47,209056,12263,1,44.21,900.19,4.94
2025-03-25,Social Media,Lead Gen,First Touch,34886,2053,84316.71,133,307230,19319,3,41.07,633.96,3.64
2025-05-08,Display Ads,Retargeting,Last Touch,49326,1573,42360.89,229,356324,28457,3,26.93,184.98,8.41
2025-02-10,Email,Summer Sale,Linear,49946,2303,40164.32,222,760350,43066,5,17.44,180.92,18.93
2025-02-15,Display Ads,Brand Awareness,First Touch,10403,821,18365.77,96,208704,5363,3,22.37,191.31,11.36
2025-04-02,Social Media,Lead Gen,First Touch,43863,2116,108995.16,200,894600,32072,2,51.51,544.98,8.21
2025-02-15,Social Media,New Product Launch,Last Touch,26527,2057,98612.58,265,713380,23032,2,47.94,372.12,7.23
2025-01-12,Email,Summer Sale,Linear,31657,1474,45900.36,176,274736,17580,2,31.14,260.8,5.99
2025-04-25,Social Media,Lead Gen,First Touch,6200,387,18363.15,38,67792,4911,3,47.45,483.24,3.69
2025-03-25,Direct Traffic,Discount Offer,First Touch,30497,610,22960.4,99,263340,23941,5,37.64,231.92,11.47
2025-04-29,Google Ads,Discount Offer,Last Touch,48207,3649,61047.77,173,352920,30703,4,16.73,352.88,5.78
2025-05-14,Social Media,Festive Offer,First Touch,5508,412,7490.16,40,159520,3042,2,18.18,187.25,21.3
2025-06-21,Social Media,Loyalty,Linear,43450,2478,49113.96,329,1062670,30925,4,19.82,149.28,21.64
2025-01-28,Direct Traffic,Discount Offer,Linear,21149,1349,50938.24,193,610266,20032,5,37.76,263.93,11.98
2025-02-02,Display Ads,Discount Offer,Linear,26519,1637,92686.94,273,573846,16720,5,56.62,339.51,6.19
2025-06-23,Display Ads,Lead Gen,Linear,49343,2031,103763.79,217,912485,45731,5,51.09,478.17,8.79
2025-06-07,Social Media,Festive Offer,Linear,47726,1254,60430.26,86,185846,42717,4,48.19,702.68,3.08
2025-04-12,Direct Traffic,New Product Launch,First Touch,42255,866,7109.86,56,201880,30451,5,8.21,126.96,28.39
2025-05-30,Social Media,Winter Sale,Last Touch,25488,1217,66728.11,156,698256,17818,3,54.83,427.74,10.46
2025-01-29,Google Ads,App Install,Last Touch,43111,3204,54019.44,300,833700,42534,3,16.86,180.06,15.43
2025-03-14,Direct Traffic,New Product Launch,Last Touch,34617,2416,144138.56,112,313712,18323,3,59.66,1286.95,2.18
2025-03-05,Email,Loyalty,Linear,38776,1262,50202.36,100,376600,37990,1,39.78,502.02,7.5
2025-04-29,Social Media,Loyalty,Last Touch,28846,1453,35366.02,154,325402,25431,4,24.34,229.65,9.2
2025-03-26,Display Ads,Lead Gen,First Touch,29799,1448,34882.32,222,545010,25994,1,24.09,157.13,15.62
2025-05-06,Direct Traffic,New Product Launch,First Touch,34023,2011,26323.99,267,829836,32270,4,13.09,98.59,31.52
2025-01-25,Direct Traffic,New Product Launch,Last Touch,48095,1035,41989.95,107,362623,31187,4,40.57,392.43,8.64
2025-05-30,Meta Ads,Retargeting,First Touch,17934,1128,38408.4,81,175527,12065,4,34.05,474.18,4.57
2025-05-29,Social Media,Loyalty,Last Touch,13512,1043,26408.76,151,631482,8290,2,25.32,174.89,23.91
2025-01-23,Meta Ads,Festive Offer,Last Touch,17816,525,10694.25,70,287770,14331,1,20.37,152.78,26.91
2025-03-14,Social Media,App Install,First Touch,22202,1235,13325.65,62,106888,15126,3,10.79,214.93,8.02
2025-05-04,Display Ads,Discount Offer,Last Touch,32779,2213,55656.95,77,169015,28085,3,25.15,722.82,3.04
2025-04-05,Email,App Install,First Touch,14751,327,9607.26,32,48032,8968,4,29.38,300.23,5.0
2025-03-21,Email,Summer Sale,Linear,22963,1560,77313.6,72,133560,13246,5,49.56,1073.8,1.73
2025-05-25,Meta Ads,Loyalty,First Touch,46606,1344,58060.8,192,241536,37015,3,43.2,302.4,4.16
2025-01-08,Display Ads,Festive Offer,First Touch,15080,454,7159.58,80,308640,9480,1,15.77,89.49,43.11
2025-04-04,Display Ads,Winter Sale,Last Touch,32475,1735,45699.9,226,508726,22315,3,26.34,202.21,11.13
2025-03-24,Email,Loyalty,Last Touch,8345,230,6718.3,31,91605,4226,4,29.21,216.72,13.64
2025-05-08,Display Ads,Lead Gen,Linear,49050,1898,93514.46,123,216480,40520,4,49.27,760.28,2.31
2025-02-19,Social Media,Loyalty,First Touch,22226,1349,39633.62,46,88688,15113,4,29.38,861.6,2.24
2025-05-25,Display Ads,Retargeting,Last Touch,41884,881,50428.44,50,72700,39430,4,57.24,1008.57,1.44
2025-04-06,Email,Brand Awareness,Last Touch,11827,561,22153.89,53,163929,6107,1,39.49,418.0,7.4
2025-03-29,Direct Traffic,Discount Offer,First Touch,7534,175,6714.75,10,24670,6272,1,38.37,671.48,3.67
2025-04-28,Display Ads,Loyalty,Last Touch,15721,1175,32759.0,163,563491,13177,2,27.88,200.98,17.2
2025-06-25,Meta Ads,New Product Launch,Linear,46628,3325,39135.25,397,1416099,35697,5,11.77,98.58,36.18
2025-02-07,Google Ads,Brand Awareness,Last Touch,19701,423,5253.66,23,66953,10540,1,12.42,228.42,12.74
2025-05-24,Meta Ads,Retargeting,Linear,20281,1199,37300.89,86,263074,11027,3,31.11,433.73,7.05
2025-03-15,Social Media,Lead Gen,Last Touch,37177,2383,85406.72,230,432860,36528,2,35.84,371.33,5.07
2025-01-16,Display Ads,New Product Launch,First Touch,15405,948,33142.08,127,538607,7913,1,34.96,260.96,16.25
2025-02-12,Display Ads,Loyalty,Linear,8474,627,13449.15,84,226548,8359,5,21.45,160.11,16.84
2025-03-24,Meta Ads,Winter Sale,Last Touch,31761,660,24769.8,100,127900,26476,4,37.53,247.7,5.16
2025-03-09,Display Ads,Retargeting,Linear,46132,1634,82451.64,133,356573,38173,2,50.46,619.94,4.32
2025-04-26,Social Media,App Install,Linear,21423,1031,37600.57,113,142041,17944,1,36.47,332.75,3.78
2025-06-28,Direct Traffic,Loyalty,Last Touch,32300,1262,40813.08,184,260544,23260,1,32.34,221.81,6.38
2025-02-06,Social Media,Lead Gen,Linear,44758,2113,118137.83,236,433060,35449,5,55.91,500.58,3.67
2025-01-16,Social Media,Retargeting,Linear,14609,1075,46999.0,43,164991,13496,4,43.72,1093.0,3.51
2025-03-07,Google Ads,App Install,First Touch,5085,205,10869.1,8,26504,4279,1,53.02,1358.64,2.44
2025-03-27,Display Ads,Festive Offer,Linear,38771,800,14776.0,106,405556,32538,4,18.47,139.4,27.45
2025-03-20,Display Ads,Loyalty,Last Touch,46679,1113,35883.12,120,204480,29047,3,32.24,299.03,5.7
2025-02-04,Social Media,Summer Sale,First Touch,29450,1776,39143.04,276,1226268,15020,1,22.04,141.82,31.33
2025-05-28,Social Media,Discount Offer,Linear,41462,2523,93149.16,273,330603,24614,4,36.92,341.21,3.55
2025-01-01,Direct Traffic,Lead Gen,Linear,49902,2196,117178.56,99,187902,26242,4,53.36,1183.62,1.6
2025-04-30,Direct Traffic,Discount Offer,Linear,8592,414,9451.62,30,63630,7774,5,22.83,315.05,6.73
2025-05-29,Email,App Install,Linear,29858,1408,22373.12,234,675792,16292,1,15.89,95.61,30.21
2025-03-25,Google Ads,Discount Offer,First Touch,42398,3201,34122.66,321,524514,37463,5,10.66,106.3,15.37
2025-04-03,Google Ads,Retargeting,First Touch,29394,672,17539.2,49,153811,17375,2,26.1,357.94,8.77
2025-06-30,Direct Traffic,Loyalty,First Touch,7147,178,10585.66,9,28143,5065,5,59.47,1176.18,2.66
2025-06-04,Display Ads,Winter Sale,Linear,35193,2127,89355.27,338,867646,25134,5,42.01,264.36,9.71
2025-04-19,Email,Loyalty,Linear,34576,2243,47618.89,323,845937,22247,4,21.23,147.43,17.76
2025-06-19,Direct Traffic,Loyalty,Linear,21902,1317,21888.54,95,271320,15607,1,16.62,230.41,12.4
2025-03-31,Direct Traffic,New Product Launch,Last Touch,24118,539,26545.75,71,191700,13581,2,49.25,373.88,7.22
2025-03-03,Display Ads,Loyalty,First Touch,34107,2297,113471.8,205,727340,31709,4,49.4,553.52,6.41
2025-05-17,Google Ads,Festive Offer,First Touch,39746,1558,52675.98,67,298753,34874,3,33.81,786.21,5.67
2025-06-03,Direct Traffic,Brand Awareness,Last Touch,39141,1483,67669.29,159,241998,28582,3,45.63,425.59,3.58
2025-05-31,Social Media,Brand Awareness,Linear,8821,288,14575.68,23,65343,5810,3,50.61,633.73,4.48
2025-01-12,Direct Traffic,Summer Sale,Last Touch,21743,781,7333.59,95,330980,18026,2,9.39,77.2,45.13
2025-02-16,Email,Summer Sale,First Touch,25797,740,22903.0,87,139026,14807,1,30.95,263.25,6.07
2025-06-27,Google Ads,Lead Gen,Last Touch,9641,749,15736.49,98,322910,9357,3,21.01,160.58,20.52
2025-06-02,Meta Ads,Retargeting,First Touch,20909,866,32908.0,41,161007,13888,1,38.0,802.63,4.89
2025-06-18,Display Ads,New Product Launch,Linear,23022,1417,74066.59,44,189640,12164,2,52.27,1683.33,2.56
2025-02-07,Direct Traffic,Festive Offer,Last Touch,15149,617,35989.61,64,111936,7644,3,58.33,562.34,3.11
2025-03-26,Email,Lead Gen,First Touch,42646,2175,117428.25,223,990566,39281,1,53.99,526.58,8.44
2025-06-06,Meta Ads,Discount Offer,Last Touch,35833,2805,59690.4,390,915330,32558,3,21.28,153.05,15.33
2025-04-09,Google Ads,Winter Sale,First Touch,43264,1508,47788.52,68,282404,39577,3,31.69,702.77,5.91
2025-06-24,Display Ads,Retargeting,First Touch,22186,1015,32297.3,106,359552,11869,3,31.82,304.69,11.13
2025-03-30,Meta Ads,Loyalty,First Touch,32775,1532,87354.64,144,469728,31296,5,57.02,606.63,5.38
2025-05-19,Social Media,App Install,Last Touch,26669,1002,25180.26,68,207468,25761,3,25.13,370.3,8.24
2025-01-18,Meta Ads,Winter Sale,First Touch,12572,943,52958.88,47,168260,11954,2,56.16,1126.78,3.18
2025-04-17,Google Ads,Summer Sale,Linear,33505,1035,32695.65,134,195908,23593,3,31.59,244.0,5.99
2025-04-07,Meta Ads,Lead Gen,Linear,6783,180,9306.0,28,94136,4563,3,51.7,332.36,10.12
2025-05-03,Social Media,New Product Launch,Last Touch,48848,2001,28374.18,326,872050,37845,5,14.18,87.04,30.73
2025-04-13,Meta Ads,Retargeting,Linear,20728,1493,16766.39,255,792030,10826,4,11.23,65.75,47.24
2025-03-27,Social Media,Winter Sale,Linear,6982,502,29281.66,22,29546,4028,2,58.33,1330.98,1.01
2025-04-26,Direct Traffic,Winter Sale,First Touch,21257,492,25347.84,85,163285,18689,1,51.52,298.21,6.44
2025-05-18,Display Ads,Retargeting,Last Touch,24546,1163,62185.61,107,155792,13995,2,53.47,581.17,2.51
2025-06-10,Google Ads,New Product Launch,Linear,5939,293,15256.51,33,105567,5179,1,52.07,462.32,6.92
2025-04-12,Display Ads,Discount Offer,Last Touch,24582,1003,52968.43,79,224597,18462,2,52.81,670.49,4.24
2025-04-01,Display Ads,Summer Sale,Linear,24428,605,34097.8,33,114048,23365,5,56.36,1033.27,3.34
2025-02-15,Email,Retargeting,First Touch,16229,1215,42780.15,134,398248,12898,1,35.21,319.25,9.31
2025-03-22,Social Media,Winter Sale,Last Touch,43622,3286,129797.0,473,907687,39402,5,39.5,274.41,6.99
2025-02-10,Direct Traffic,Lead Gen,Last Touch,34426,2513,63000.91,92,140208,24429,2,25.07,684.79,2.23
2025-06-07,Social Media,Lead Gen,Last Touch,10974,741,35004.84,40,170160,6792,1,47.24,875.12,4.86
2025-02-23,Display Ads,Festive Offer,Linear,33605,2648,38634.32,255,1088085,32548,5,14.59,151.51,28.16
2025-04-10,Meta Ads,Festive Offer,Linear,48476,3231,57124.08,166,513770,48446,4,17.68,344.12,8.99
2025-01-08,Direct Traffic,New Product Launch,First Touch,5412,272,15085.12,26,55302,3806,4,55.46,580.2,3.67
2025-01-21,Direct Traffic,Brand Awareness,Last Touch,16927,1014,20107.62,64,243968,14147,3,19.83,314.18,12.13
2025-05-03,Meta Ads,Summer Sale,Last Touch,16369,516,21579.12,81,247455,12277,1,41.82,266.41,11.47
2025-01-15,Email,Summer Sale,First Touch,27259,1413,63161.1,141,204309,15690,4,44.7,447.95,3.23
2025-02-26,Direct Traffic,Retargeting,First Touch,41094,1671,93692.97,162,209304,30776,2,56.07,578.35,2.23
2025-03-07,Google Ads,Retargeting,Last Touch,27425,1104,60973.92,119,496825,26651,2,55.23,512.39,8.15
2025-05-29,Display Ads,App Install,Linear,7534,283,3795.03,28,97580,5968,1,13.41,135.54,25.71
2025-04-03,Social Media,Festive Offer,Linear,23709,1042,43284.68,67,187667,17478,4,41.54,646.04,4.34
2025-06-05,Google Ads,Winter Sale,Last Touch,38744,2335,127677.8,331,981746,35738,2,54.68,385.73,7.69
2025-02-23,Meta Ads,Retargeting,Linear,9623,749,12343.52,83,211816,7696,5,16.48,148.72,17.16
2025-04-30,Direct Traffic,App Install,First Touch,5692,338,10143.38,18,71532,5364,3,30.01,563.52,7.05
2025-03-22,Social Media,Loyalty,Linear,23287,1805,54023.65,62,179118,12036,5,29.93,871.35,3.32
2025-06-02,Email,New Product Launch,First Touch,10579,293,13290.48,18,39654,10006,5,45.36,738.36,2.98
2025-01-08,Direct Traffic,Discount Offer,First Touch,38066,1900,100871.0,164,562356,26367,2,53.09,615.07,5.58
2025-04-02,Display Ads,Lead Gen,Linear,8495,333,18035.28,48,72480,4559,5,54.16,375.73,4.02
2025-06-22,Google Ads,Discount Offer,Last Touch,19316,625,14106.25,94,238290,16272,4,22.57,150.07,16.89
2025-01-06,Meta Ads,App Install,Last Touch,15859,803,25663.88,144,397440,10925,5,31.96,178.22,15.49
2025-04-21,Direct Traffic,Loyalty,Last Touch,35322,2183,83456.09,359,950273,33869,3,38.23,232.47,11.39
2025-05-26,Email,Loyalty,Linear,29304,2302,21454.64,187,721072,18584,4,9.32,114.73,33.61
2025-02-04,Social Media,Discount Offer,Last Touch,12519,475,12806.0,77,182644,6867,5,26.96,166.31,14.26
2025-02-27,Social Media,Summer Sale,First Touch,25509,710,37182.7,116,207292,13764,4,52.37,320.54,5.57
2025-06-21,Social Media,Lead Gen,First Touch,9869,430,10444.7,69,255231,6449,1,24.29,151.37,24.44
2025-03-18,Email,App Install,Last Touch,24388,955,10619.6,57,252681,23086,2,11.12,186.31,23.79
2025-05-02,Direct Traffic,Festive Offer,Linear,22175,1059,9891.06,147,505680,13405,3,9.34,67.29,51.12
2025-01-15,Meta Ads,Summer Sale,Linear,20857,632,35853.36,93,392646,15089,3,56.73,385.52,10.95
2025-01-03,Direct Traffic,Retargeting,Linear,18125,1448,44453.6,106,472018,9423,5,30.7,419.37,10.62
2025-03-06,Google Ads,Retargeting,Linear,10803,749,41090.14,63,245889,6750,3,54.86,652.22,5.98
2025-05-03,Social Media,Summer Sale,Linear,42236,999,9390.6,168,530712,41033,3,9.4,55.9,56.52
2025-01-23,Meta Ads,New Product Launch,First Touch,26293,1003,8445.26,113,410642,14570,1,8.42,74.74,48.62
2025-02-22,Email,New Product Launch,Last Touch,37921,2373,77359.8,143,523380,33129,2,32.6,540.98,6.77
2025-04-29,Display Ads,Lead Gen,Last Touch,10713,333,6806.52,50,83750,6310,2,20.44,136.13,12.3
2025-01-07,Meta Ads,Loyalty,First Touch,18357,920,54905.6,33,78771,14180,5,59.68,1663.81,1.43
2025-01-09,Meta Ads,Loyalty,Linear,44475,1024,37212.16,111,165057,41189,4,36.34,335.24,4.44
2025-06-23,Display Ads,Winter Sale,Last Touch,15340,480,24417.6,22,78276,14787,5,50.87,1109.89,3.21
2025-01-10,Social Media,Retargeting,First Touch,48955,1616,39899.04,282,1178196,47289,2,24.69,141.49,29.53
2025-01-25,Display Ads,Retargeting,First Touch,33248,2422,98212.1,250,607500,18891,4,40.55,392.85,6.19
2025-01-22,Google Ads,New Product Launch,Linear,40904,3031,38796.8,143,468039,36152,3,12.8,271.31,12.06
2025-01-10,Email,Brand Awareness,First Touch,20674,1309,63682.85,43,95417,14800,3,48.65,1481.0,1.5
2025-06-01,Email,Festive Offer,First Touch,37315,917,49985.67,92,257600,29960,1,54.51,543.32,5.15
2025-05-07,Display Ads,Summer Sale,Linear,15059,624,32884.8,61,129686,8145,4,52.7,539.1,3.94
2025-02-23,Google Ads,Festive Offer,First Touch,17834,1065,61663.5,112,169568,10437,1,57.9,550.57,2.75
2025-03-22,Direct Traffic,App Install,First Touch,17318,1135,42914.35,98,427280,12030,1,37.81,437.9,9.96
2025-04-19,Display Ads,App Install,First Touch,5895,240,9501.6,21,76566,4572,4,39.59,452.46,8.06
2025-06-25,Social Media,New Product Launch,Linear,13973,1106,23104.34,147,211974,7225,4,20.89,157.17,9.17
2025-01-28,Direct Traffic,Summer Sale,Linear,5583,373,14233.68,59,86671,3914,1,38.16,241.25,6.09
2025-05-24,Display Ads,New Product Launch,First Touch,16967,559,10738.39,19,81358,15138,3,19.21,565.18,7.58
2025-05-17,Display Ads,Winter Sale,Last Touch,40501,2495,91591.45,308,1190728,25856,2,36.71,297.37,13.0
2025-04-30,Email,Loyalty,Linear,5341,376,12644.88,19,48089,4888,2,33.63,665.52,3.8
2025-06-25,Email,Lead Gen,Last Touch,22979,950,56943.0,44,164560,13362,5,59.94,1294.16,2.89
2025-04-18,Google Ads,New Product Launch,Last Touch,39038,2799,135667.53,182,587860,37300,5,48.47,745.43,4.33
